collection (KNOWN)	matrix name	UniProt (HUMAN if exists, MOUSE otherwise)	Entrez gene ID (automatic mapping from UniProt)
selex	PKNOX2_2	PKNX2_HUMAN	63876
selex	TGIF1	TGIF1_HUMAN	7050
selex	TGIF2LX	TF2LX_HUMAN	90316
selex	TGIF2	TGIF2_HUMAN	60436
selex	MYBL1_1	MYBA_HUMAN	4603
selex	MYBL1_2	MYBA_HUMAN	4603
selex	MYBL1_3	MYBA_HUMAN	4603
selex	MYBL1_4	MYBA_HUMAN	4603
selex	MYBL2_1	MYBB_HUMAN	4605
selex	MYBL2_2	MYBB_HUMAN	4605
selex	MYBL2_3	MYBB_HUMAN	4605
selex	MYBL2_4	MYBB_HUMAN	4605
selex	NFAT5	NFAT5_HUMAN	10725
selex	NFATC1_1	NFAC1_HUMAN	4772
selex	NFATC1_2	NFAC1_HUMAN	4772
selex	NFATC1_3	NFAC1_HUMAN	4772
selex	NFKB1	NFKB1_HUMAN	4790
selex	NFKB2	NFKB2_HUMAN	4791
selex	NFIA_1	NFIA_HUMAN	4774
selex	NFIB	NFIB_HUMAN	4781
selex	NFIX_1	NFIX_HUMAN	4784
selex	NRF1	NRF1_HUMAN	4899
selex	PAX1	PAX1_HUMAN	5075
selex	PAX2	PAX2_HUMAN	5076
selex	PAX3	PAX3_HUMAN	5077
selex	PAX4_1	PAX4_HUMAN	5078
selex	PAX4_2	PAX4_HUMAN	5078
selex	PAX5	PAX5_HUMAN	5079
selex	PAX6	PAX6_HUMAN	5080
selex	PAX7_1	PAX7_HUMAN	5081
selex	PAX7_2	PAX7_HUMAN	5081
selex	PAX9	PAX9_HUMAN	5083
selex	POU1F1_1	PIT1_HUMAN	5449
selex	POU1F1_2	PIT1_HUMAN	5449
selex	POU2F1_1	PO2F1_HUMAN	5451
selex	POU2F1_2	PO2F1_HUMAN	5451
selex	POU2F2_1	PO2F2_HUMAN	5452
selex	POU2F2_2	PO2F2_HUMAN	5452
selex	POU2F3_1	PO2F3_HUMAN	25833
selex	POU2F3_2	PO2F3_HUMAN	25833
selex	POU3F1_1	PO3F1_HUMAN	5453
selex	POU3F1_2	PO3F1_HUMAN	5453
selex	POU3F2_1	PO3F2_HUMAN	5454
selex	POU3F2_2	PO3F2_HUMAN	5454
selex	POU3F3_1	PO3F3_HUMAN	5455
selex	POU3F3_2	PO3F3_HUMAN	5455
selex	POU3F3_3	PO3F3_HUMAN	5455
selex	POU3F4_1	PO3F4_HUMAN	5456
selex	POU3F4_2	PO3F4_HUMAN	5456
selex	POU4F1	PO4F1_HUMAN	5457
selex	POU4F2_1	PO4F2_HUMAN	5458
selex	POU4F2_2	PO4F2_HUMAN	5458
selex	POU4F3	PO4F3_HUMAN	5459
selex	POU5F1P1_1	P5F1B_HUMAN	5462
selex	POU5F1P1_2	P5F1B_HUMAN	5462
selex	POU6F2_1	PO6F2_HUMAN	11281
selex	POU6F2_2	PO6F2_HUMAN	11281
selex	POU6F2_3	PO6F2_HUMAN	11281
selex	POU2F2_3	PO2F2_HUMAN	5452
selex	POU2F2_4	PO2F2_HUMAN	5452
selex	PROX1	PROX1_HUMAN	5629
selex	RFX2_1	RFX2_HUMAN	5990
selex	RFX2_2	RFX2_HUMAN	5990
selex	RFX3_1	RFX3_HUMAN	5991
selex	RFX3_2	RFX3_HUMAN	5991
selex	RFX4_1	RFX4_HUMAN	5992
selex	RFX4_2	RFX4_HUMAN	5992
selex	RFX5_1	RFX5_HUMAN	5993
selex	RFX5_2	RFX5_HUMAN	5993
selex	RFX2_3	RFX2_HUMAN	5990
selex	RFX2_4	RFX2_HUMAN	5990
selex	RFX3_3	RFX3_HUMAN	5991
selex	RUNX2_1	RUNX2_HUMAN	860
selex	RUNX2_2	RUNX2_HUMAN	860
selex	RUNX2_3	RUNX2_HUMAN	860
selex	RUNX3_1	RUNX3_HUMAN	864
selex	RUNX3_2	RUNX3_HUMAN	864
selex	RUNX3_3	RUNX3_HUMAN	864
selex	RUNX3_4	RUNX3_HUMAN	864
selex	GMEB2_1	GMEB2_HUMAN	26205
selex	GMEB2_2	GMEB2_HUMAN	26205
selex	GMEB2_3	GMEB2_HUMAN	26205
selex	EOMES_1	EOMES_HUMAN	8320
selex	EOMES_2	EOMES_HUMAN	8320
selex	MGA_1	MGAP_HUMAN	23269
selex	MGA_2	MGAP_HUMAN	23269
selex	MGA_3	MGAP_HUMAN	23269
selex	TBR1_1	TBR1_HUMAN	10716
selex	TBR1_2	TBR1_HUMAN	10716
selex	TBX15_1	TBX15_HUMAN	6913
selex	TBX15_2	TBX15_HUMAN	6913
selex	TBX19	TBX19_HUMAN	9095
selex	TBX1_1	TBX1_HUMAN	6899
selex	TBX1_2	TBX1_HUMAN	6899
selex	TBX1_3	TBX1_HUMAN	6899
selex	TBX1_4	TBX1_HUMAN	6899
selex	TBX1_5	TBX1_HUMAN	6899
selex	TBX20_1	TBX20_HUMAN	57057
selex	TBX20_2	TBX20_HUMAN	57057
selex	TBX20_3	TBX20_HUMAN	57057
selex	TBX20_4	TBX20_HUMAN	57057
selex	TBX21_1	TBX21_HUMAN	30009
selex	TBX21_2	TBX21_HUMAN	30009
selex	TBX21_3	TBX21_HUMAN	30009
selex	TBX21_4	TBX21_HUMAN	30009
selex	TBX21_5	TBX21_HUMAN	30009
selex	TBX21_6	TBX21_HUMAN	30009
selex	TBX2_1	TBX2_HUMAN	6909
selex	TBX2_2	TBX2_HUMAN	6909
selex	TBX4_1	TBX4_HUMAN	9496
selex	TBX4_2	TBX4_HUMAN	9496
selex	TBX5_1	TBX5_HUMAN	6910
selex	TBX5_2	TBX5_HUMAN	6910
selex	T	BRAC_HUMAN	6862
selex	TEAD1_1	TEAD1_HUMAN	7003
selex	TEAD1_2	TEAD1_HUMAN	7003
selex	TEAD3_1	TEAD3_HUMAN	7005
selex	TEAD3_2	TEAD3_HUMAN	7005
selex	TEAD4	TEAD4_HUMAN	7004
selex	TFAP2A_1	AP2A_HUMAN	7020
selex	TFAP2A_2	AP2A_HUMAN	7020
selex	TFAP2A_3	AP2A_HUMAN	7020
selex	TFAP2B_1	AP2B_HUMAN	7021
selex	TFAP2B_2	AP2B_HUMAN	7021
selex	TFAP2B_3	AP2B_HUMAN	7021
selex	TFAP2C_1	AP2C_HUMAN	7022
selex	TFAP2C_2	AP2C_HUMAN	7022
selex	TFAP2C_3	AP2C_HUMAN	7022
selex	TFAP2C_4	AP2C_HUMAN	7022
selex	TFAP2C_5	AP2C_HUMAN	7022
selex	TFAP2C_6	AP2C_HUMAN	7022
selex	TCFAP2A_1	AP2A_HUMAN	7020
selex	TCFAP2A_2	AP2A_HUMAN	7020
selex	TCFAP2A_3	AP2A_HUMAN	7020
selex	ARNTL	BMAL1_HUMAN	406
selex	Ascl2	ASCL2_HUMAN	430
selex	Atoh1	ATOH1_HUMAN	474
selex	BHLHA15	BHA15_HUMAN	168620
selex	BHLHB2_1	BHE40_HUMAN	8553
selex	BHLHB3	BHE41_HUMAN	79365
selex	BHLHE22	BHE22_HUMAN	27319
selex	BHLHE23	BHE23_HUMAN	128408
selex	BHLHE41	BHE41_HUMAN	79365
selex	BHLHB2_2	BHE40_HUMAN	8553
selex	CLOCK	CLOCK_HUMAN	9575
selex	FIGLA	FIGLA_HUMAN	344018
selex	HES5_1	HES5_HUMAN	388585
selex	HES7	HES7_HUMAN	84667
selex	HEY1	HEY1_HUMAN	23462
selex	HEY2_1	HEY2_HUMAN	23493
selex	HEY2_2	HEY2_HUMAN	23493
selex	ID4	ID4_HUMAN	3400
selex	MAX_1	MAX_HUMAN	4149
selex	MAX_2	MAX_HUMAN	4149
selex	MESP1	MESP1_HUMAN	55897
selex	MLXIPL	MLXPL_HUMAN	51085
selex	MLX_1	MLX_HUMAN	6945
selex	MNT	MNT_HUMAN	4335
selex	MYF6	MYF6_HUMAN	4618
selex	MLX_2	MLX_HUMAN	6945
selex	NEUROD2	NDF2_HUMAN	4761
selex	NEUROG2_1	NGN2_HUMAN	63973
selex	NEUROG2_2	NGN2_HUMAN	63973
selex	NHLH1_1	HEN1_HUMAN	4807
selex	NHLH1_2	HEN1_HUMAN	4807
selex	OLIG1	OLIG1_HUMAN	116448
selex	OLIG2_1	OLIG2_HUMAN	10215
selex	OLIG2_2	OLIG2_HUMAN	10215
selex	OLIG3	OLIG3_HUMAN	167826
selex	SREBF2	SRBP2_HUMAN	6721
selex	Srebf1	SRBP1_HUMAN	6720
selex	TCF3	TFE2_HUMAN	6929
selex	TCF4_1	ITF2_HUMAN	6925
selex	TCF4_2	ITF2_HUMAN	6925
selex	TFAP4_1	TFAP4_HUMAN	7023
selex	TFAP4_2	TFAP4_HUMAN	7023
selex	TFE3	TFE3_HUMAN	7030
selex	TFEB	TFEB_HUMAN	7942
selex	Tcf21	TCF21_HUMAN	6943
selex	USF1	USF1_HUMAN	7391
selex	ATF4_1	ATF4_HUMAN	468
selex	ATF7	ATF7_HUMAN	11016
selex	ATF4_2	ATF4_HUMAN	468
selex	BATF3	BATF3_HUMAN	55509
selex	CEBPB_1	CEBPB_HUMAN	1051
selex	CEBPB_2	CEBPB_HUMAN	1051
selex	CEBPD	CEBPD_HUMAN	1052
selex	CEBPE	CEBPE_HUMAN	1053
selex	CEBPG_1	CEBPG_HUMAN	1054
selex	CEBPG_2	CEBPG_HUMAN	1054
selex	CREB3L1_1	CR3L1_HUMAN	90993
selex	CREB3L1_2	CR3L1_HUMAN	90993
selex	CREB3L1_3	CR3L1_HUMAN	90993
selex	CREB3_1	CREB3_HUMAN	10488
selex	CREB3_2	CREB3_HUMAN	10488
selex	CEBPB_3	CEBPB_HUMAN	1051
selex	CREB3L2_1	CR3L2_HUMAN	64764
selex	CREB3L2_2	CR3L2_HUMAN	64764
selex	Creb5	CREB5_HUMAN	9586
selex	DBP_1	DBP_HUMAN	1628
selex	DBP_2	DBP_HUMAN	1628
selex	DBP_3	DBP_HUMAN	1628
selex	HLF_1	HLF_HUMAN	3131
selex	HLF_2	HLF_HUMAN	3131
selex	JDP2_1	JDP2_HUMAN	122953
selex	JDP2_2	JDP2_HUMAN	122953
selex	JDP2_3	JDP2_HUMAN	122953
selex	JDP2_4	JDP2_HUMAN	122953
selex	JDP2_5	JDP2_HUMAN	122953
selex	JDP2_6	JDP2_HUMAN	122953
selex	MAFF	MAFF_HUMAN	23764
selex	MAFG	MAFG_HUMAN	4097
selex	MAFK_1	MAFK_HUMAN	7975
selex	MAFK_2	MAFK_HUMAN	7975
selex	MAFK_3	MAFK_HUMAN	7975
selex	MAFK_4	MAFK_HUMAN	7975
selex	MAFB_1	MAFB_HUMAN	9935
selex	MAFB_2	MAFB_HUMAN	9935
selex	MAFB_3	MAFB_HUMAN	9935
selex	NFE2	NFE2_HUMAN	4778
selex	NFIL3	NFIL3_HUMAN	4783
selex	NRL	NRL_HUMAN	4901
selex	TEF_1	TEF_HUMAN	7008
selex	TEF_2	TEF_HUMAN	7008
selex	XBP1_1	XBP1_HUMAN	7494
selex	XBP1_2	XBP1_HUMAN	7494
selex	FOXB1_1	FOXB1_HUMAN	27023
selex	FOXB1_2	FOXB1_HUMAN	27023
selex	FOXB1_3	FOXB1_HUMAN	27023
selex	FOXB1_4	FOXB1_HUMAN	27023
selex	FOXC1_1	FOXC1_HUMAN	2296
selex	FOXC1_2	FOXC1_HUMAN	2296
selex	FOXC1_3	FOXC1_HUMAN	2296
selex	FOXC2_1	FOXC2_HUMAN	2303
selex	FOXC2_2	FOXC2_HUMAN	2303
selex	FOXC2_3	FOXC2_HUMAN	2303
selex	FOXD2_1	FOXD2_HUMAN	2306
selex	FOXD2_2	FOXD2_HUMAN	2306
selex	FOXD3_1	FOXD3_HUMAN	27022
selex	FOXD3_2	FOXD3_HUMAN	27022
selex	FOXG1_1	FOXG1_HUMAN	2290
selex	FOXG1_2	FOXG1_HUMAN	2290
selex	FOXI1_1	FOXI1_HUMAN	2299
selex	FOXI1_2	FOXI1_HUMAN	2299
selex	FOXJ2_1	FOXJ2_HUMAN	55810
selex	FOXJ2_2	FOXJ2_HUMAN	55810
selex	FOXJ2_3	FOXJ2_HUMAN	55810
selex	FOXJ3_1	FOXJ3_HUMAN	22887
selex	FOXJ3_2	FOXJ3_HUMAN	22887
selex	FOXJ3_3	FOXJ3_HUMAN	22887
selex	FOXK1_1	FOXK1_HUMAN	221937
selex	FOXL1_1	FOXL1_HUMAN	2300
selex	FOXL1_2	FOXL1_HUMAN	2300
selex	FOXO1_1	FOXO1_HUMAN	2308
selex	FOXO1_2	FOXO1_HUMAN	2308
selex	FOXO1_3	FOXO1_HUMAN	2308
selex	FOXO3_1	FOXO3_HUMAN	2309
selex	FOXO3_2	FOXO3_HUMAN	2309
selex	FOXO3_3	FOXO3_HUMAN	2309
selex	FOXO4_1	FOXO4_HUMAN	4303
selex	FOXO4_2	FOXO4_HUMAN	4303
selex	FOXO4_3	FOXO4_HUMAN	4303
selex	FOXO6_1	FOXO6_HUMAN	-
selex	FOXO6_2	FOXO6_HUMAN	-
selex	FOXO6_3	FOXO6_HUMAN	-
selex	FOXP3	FOXP3_HUMAN	50943
selex	FOXC1_4	FOXC1_HUMAN	2296
selex	FOXC1_5	FOXC1_HUMAN	2296
selex	FOXG1_3	FOXG1_HUMAN	2290
selex	FOXG1_4	FOXG1_HUMAN	2290
selex	FOXG1_5	FOXG1_HUMAN	2290
selex	FOXJ3_4	FOXJ3_HUMAN	22887
selex	FOXJ3_5	FOXJ3_HUMAN	22887
selex	FOXJ3_6	FOXJ3_HUMAN	22887
selex	FOXJ3_7	FOXJ3_HUMAN	22887
selex	FOXK1_2	FOXK1_HUMAN	221937
selex	FOXK1_3	FOXK1_HUMAN	221937
selex	ALX3_1	ALX3_HUMAN	257
selex	ALX3_2	ALX3_HUMAN	257
selex	ALX3_3	ALX3_HUMAN	257
selex	ALX4_1	ALX4_HUMAN	60529
selex	ARX_1	ARX_HUMAN	170302
selex	ALX1_1	ALX1_HUMAN	8092
selex	ALX1_2	ALX1_HUMAN	8092
selex	ALX4_2	ALX4_HUMAN	60529
selex	ARX_2	ARX_HUMAN	170302
selex	BARHL2_1	BARH2_HUMAN	343472
selex	BARHL2_2	BARH2_HUMAN	343472
selex	BARHL2_3	BARH2_HUMAN	343472
selex	BARHL2_4	BARH2_HUMAN	343472
selex	BARHL2_5	BARH2_HUMAN	343472
selex	BARHL2_6	BARH2_HUMAN	343472
selex	BARX1_1	BARX1_HUMAN	56033
selex	BARX1_2	BARX1_HUMAN	56033
selex	BSX	BSH_HUMAN	390259
selex	BARHL1_1	BARH1_HUMAN	56751
selex	BARHL1_2	BARH1_HUMAN	56751
selex	BARHL1_3	BARH1_HUMAN	56751
selex	CART1	ALX1_HUMAN	8092
selex	CDX1	CDX1_HUMAN	1044
selex	CDX2	CDX2_HUMAN	1045
selex	DLX1_1	DLX1_HUMAN	1745
selex	DLX2_1	DLX2_HUMAN	1746
selex	DLX3	DLX3_HUMAN	1747
selex	DLX4	DLX4_HUMAN	1748
selex	DLX5	DLX5_HUMAN	1749
selex	DLX6	DLX6_HUMAN	1750
selex	DMBX1	DMBX1_HUMAN	127343
selex	DPRX_1	DPRX_HUMAN	503834
selex	DPRX_2	DPRX_HUMAN	503834
selex	DRGX	DRGX_HUMAN	644168
selex	DUXA	DUXA_HUMAN	503835
selex	DLX1_2	DLX1_HUMAN	1745
selex	DLX2_2	DLX2_HUMAN	1746
selex	EMX1_1	EMX1_HUMAN	2016
selex	EMX1_2	EMX1_HUMAN	2016
selex	EMX2_1	EMX2_HUMAN	2018
selex	EMX2_2	EMX2_HUMAN	2018
selex	EN1_1	HME1_HUMAN	2019
selex	EN1_2	HME1_HUMAN	2019
selex	EN1_3	HME1_HUMAN	2019
selex	EN1_4	HME1_HUMAN	2019
selex	EN2_1	HME2_HUMAN	2020
selex	EN2_2	HME2_HUMAN	2020
selex	ESX1_1	ESX1_HUMAN	80712
selex	ESX1_2	ESX1_HUMAN	80712
selex	EVX1	EVX1_HUMAN	2128
selex	EVX2	EVX2_HUMAN	344191
selex	EN2_3	HME2_HUMAN	2020
selex	GBX1_1	GBX1_HUMAN	2636
selex	GBX2_1	GBX2_HUMAN	2637
selex	GBX2_2	GBX2_HUMAN	2637
selex	GBX2_3	GBX2_HUMAN	2637
selex	GSC2	GSC2_HUMAN	2928
selex	GSC	GSC_HUMAN	145258
selex	GSX1	GSX1_HUMAN	219409
selex	GSX2	GSX2_HUMAN	170825
selex	GBX1_2	GBX1_HUMAN	2636
selex	GBX2_4	GBX2_HUMAN	2637
selex	HESX1_1	HESX1_HUMAN	8820
selex	HESX1_2	HESX1_HUMAN	8820
selex	HMBOX1	HMBX1_HUMAN	79618
selex	HMX1	HMX1_HUMAN	3166
selex	HMX2	HMX2_HUMAN	3167
selex	HMX3	HMX3_HUMAN	340784
selex	HNF1A	HNF1A_HUMAN	6927
selex	HNF1B_1	HNF1B_HUMAN	6928
selex	HNF1B_2	HNF1B_HUMAN	6928
selex	HOXA10_1	HXA10_HUMAN	3206
selex	HOXA10_2	HXA10_HUMAN	3206
selex	HOXA13_1	HXA13_HUMAN	3209
selex	HOXA13_2	HXA13_HUMAN	3209
selex	HOXA13_3	HXA13_HUMAN	3209
selex	HOXA13_4	HXA13_HUMAN	3209
selex	HOXA1	HXA1_HUMAN	3198
selex	HOXA2_1	HXA2_HUMAN	3199
selex	HOXB13_1	HXB13_HUMAN	10481
selex	HOXB13_2	HXB13_HUMAN	10481
selex	HOXB2	HXB2_HUMAN	3212
selex	HOXB3	HXB3_HUMAN	3213
selex	HOXB5	HXB5_HUMAN	3215
selex	HOXC10_1	HXC10_HUMAN	3226
selex	HOXC10_2	HXC10_HUMAN	3226
selex	HOXC10_3	HXC10_HUMAN	3226
selex	HOXC11_1	HXC11_HUMAN	3227
selex	HOXC11_2	HXC11_HUMAN	3227
selex	HOXC11_3	HXC11_HUMAN	3227
selex	HOXC11_4	HXC11_HUMAN	3227
selex	HOXC12_1	HXC12_HUMAN	3228
selex	HOXC12_2	HXC12_HUMAN	3228
selex	HOXC13_1	HXC13_HUMAN	3229
selex	HOXC13_2	HXC13_HUMAN	3229
selex	HOXD11_1	HXD11_HUMAN	3237
selex	HOXD11_2	HXD11_HUMAN	3237
selex	HOXD12_1	HXD12_HUMAN	3238
selex	HOXD12_2	HXD12_HUMAN	3238
selex	HOXD13_1	HXD13_HUMAN	3239
selex	HOXD13_2	HXD13_HUMAN	3239
selex	HOXD8	HXD8_HUMAN	3234
selex	HOXA11_1	HXA11_HUMAN	3207
selex	HOXA11_2	HXA11_HUMAN	3207
selex	HOXA2_2	HXA2_HUMAN	3199
selex	HOXC10_4	HXC10_HUMAN	3226
selex	HOXC10_5	HXC10_HUMAN	3226
selex	HOXD13_3	HXD13_HUMAN	3239
selex	HOXD13_4	HXD13_HUMAN	3239
selex	Hoxd3	HXD3_HUMAN	3232
selex	HOXD9_1	HXD9_HUMAN	3235
selex	HOXD9_2	HXD9_HUMAN	3235
selex	HOXD9_3	HXD9_HUMAN	3235
selex	IRX2	IRX2_HUMAN	153572
selex	IRX5	IRX5_HUMAN	10265
selex	ISL2	ISL2_HUMAN	64843
selex	ISX_1	ISX_HUMAN	91464
selex	ISX_2	ISX_HUMAN	91464
selex	ISX_3	ISX_HUMAN	91464
selex	Irx3	IRX3_HUMAN	79191
selex	LBX2_1	LBX2_HUMAN	85474
selex	LBX2_2	LBX2_HUMAN	85474
selex	LHX2_1	LHX2_HUMAN	9355
selex	LHX2_2	LHX2_HUMAN	9355
selex	LHX6_1	LHX6_HUMAN	26468
selex	LHX6_2	LHX6_HUMAN	26468
selex	LHX6_3	LHX6_HUMAN	26468
selex	LHX9_1	LHX9_HUMAN	56956
selex	LHX9_2	LHX9_HUMAN	56956
selex	LMX1A	LMX1A_HUMAN	4009
selex	LMX1B_1	LMX1B_HUMAN	4010
selex	LMX1B_2	LMX1B_HUMAN	4010
selex	Lhx4	LHX4_HUMAN	89884
selex	LHX8_1	LHX8_HUMAN	431707
selex	LHX8_2	LHX8_HUMAN	431707
selex	LHX8_3	LHX8_HUMAN	431707
selex	MEOX1	MEOX1_HUMAN	4222
selex	MEOX2_1	MEOX2_HUMAN	4223
selex	MEOX2_2	MEOX2_HUMAN	4223
selex	MEOX2_3	MEOX2_HUMAN	4223
selex	MIXL1	MIXL1_HUMAN	83881
selex	MNX1	MNX1_HUMAN	3110
selex	MSX1_1	MSX1_HUMAN	4487
selex	MSX1_2	MSX1_HUMAN	4487
selex	MSX1_3	MSX1_HUMAN	4487
selex	MSX2_1	MSX2_HUMAN	4488
selex	MSX2_2	MSX2_HUMAN	4488
selex	MEOX2_4	MEOX2_HUMAN	4223
selex	MSX3_1	MSX3_MOUSE	17703
selex	MSX3_2	MSX3_MOUSE	17703
selex	NKX2-3_1	NKX23_HUMAN	159296
selex	NKX2-3_2	NKX23_HUMAN	159296
selex	NKX2-8_1	NKX28_HUMAN	26257
selex	NKX2-8_2	NKX28_HUMAN	26257
selex	NKX3-1_1	NKX31_HUMAN	4824
selex	NKX3-2	NKX32_HUMAN	579
selex	NKX6-1_1	NKX61_HUMAN	4825
selex	NKX6-1_2	NKX61_HUMAN	4825
selex	NKX6-2_1	NKX62_HUMAN	84504
selex	NKX6-2_2	NKX62_HUMAN	84504
selex	NOTO	NOTO_HUMAN	344022
selex	NKX3-1_2	NKX31_HUMAN	4824
selex	NKX6-1_3	NKX61_HUMAN	4825
selex	OTX1_1	OTX1_HUMAN	5013
selex	OTX1_2	OTX1_HUMAN	5013
selex	OTX2_1	OTX2_HUMAN	5015
selex	OTX2_2	OTX2_HUMAN	5015
selex	OTX1_3	OTX1_HUMAN	5013
selex	OTX1_4	OTX1_HUMAN	5013
selex	PDX1_1	PDX1_HUMAN	3651
selex	PDX1_2	PDX1_HUMAN	3651
selex	PHOX2A	PHX2A_HUMAN	401
selex	PHOX2B_1	PHX2B_HUMAN	8929
selex	PHOX2B_2	PHX2B_HUMAN	8929
selex	PITX1_1	PITX1_HUMAN	5307
selex	PITX1_2	PITX1_HUMAN	5307
selex	PITX3	PITX3_HUMAN	5309
selex	PROP1_1	PROP1_HUMAN	5626
selex	PROP1_2	PROP1_HUMAN	5626
selex	PRRX1_1	PRRX1_HUMAN	5396
selex	PRRX1_2	PRRX1_HUMAN	5396
selex	PRRX1_3	PRRX1_HUMAN	5396
selex	PRRX2_1	PRRX2_HUMAN	51450
selex	PRRX2_2	PRRX2_HUMAN	51450
selex	RAXL1	RAX2_HUMAN	84839
selex	RAX	RX_HUMAN	30062
selex	RHOXF1_1	RHXF1_HUMAN	158800
selex	RHOXF1_2	RHXF1_HUMAN	158800
selex	RHOXF1_3	RHXF1_HUMAN	158800
selex	RHOXF1_4	RHXF1_HUMAN	158800
selex	Rhox11	-	-
selex	SHOX2_1	SHOX2_HUMAN	6474
selex	SHOX	SHOX_HUMAN	6473
selex	SHOX2_2	SHOX2_HUMAN	6474
selex	UNCX_1	UNC4_HUMAN	340260
selex	UNCX_2	UNC4_HUMAN	340260
selex	UNCX_3	UNC4_HUMAN	340260
selex	UNCX_4	UNC4_HUMAN	340260
selex	VAX1	VAX1_HUMAN	11023
selex	VAX2	VAX2_HUMAN	25806
selex	VENTX_1	VENTX_HUMAN	27287
selex	VENTX_2	VENTX_HUMAN	27287
selex	VSX1_1	VSX1_HUMAN	30813
selex	VSX1_2	VSX1_HUMAN	30813
selex	VSX2	VSX2_HUMAN	338917
selex	VSX1_3	VSX1_HUMAN	30813
selex	AR_1	ANDR_HUMAN	367
selex	AR_2	ANDR_HUMAN	367
selex	AR_3	ANDR_HUMAN	367
selex	ESR1	ESR1_HUMAN	2099
selex	ESRRA_1	ERR1_HUMAN	2101
selex	ESRRA_2	ERR1_HUMAN	2101
selex	ESRRA_3	ERR1_HUMAN	2101
selex	ESRRB	ERR2_HUMAN	2103
selex	ESRRG_1	ERR3_HUMAN	2104
selex	ESRRG_2	ERR3_HUMAN	2104
selex	ESRRG_3	ERR3_HUMAN	2104
selex	ESRRA_4	ERR1_HUMAN	2101
selex	ESRRA_5	ERR1_HUMAN	2101
selex	HNF4A_1	HNF4A_HUMAN	3172
selex	HNF4A_2	HNF4A_HUMAN	3172
selex	HNF4A_3	HNF4A_HUMAN	3172
selex	HNF4A_4	HNF4A_HUMAN	3172
selex	HNF4A_5	HNF4A_HUMAN	3172
selex	HNF4A_6	HNF4A_HUMAN	3172
selex	HNF4A_7	HNF4A_HUMAN	3172
selex	NR2C2	NR2C2_HUMAN	7182
selex	NR2E1_1	NR2E1_HUMAN	7101
selex	NR2E1_2	NR2E1_HUMAN	7101
selex	NR2F1_1	COT1_HUMAN	7025
selex	NR2F1_2	COT1_HUMAN	7025
selex	NR2F1_3	COT1_HUMAN	7025
selex	NR2F6_1	NR2F6_HUMAN	2063
selex	NR2F6_2	NR2F6_HUMAN	2063
selex	NR2F6_3	NR2F6_HUMAN	2063
selex	NR3C1	GCR_HUMAN	2908
selex	NR3C2	MCR_HUMAN	4306
selex	NR4A2_1	NR4A2_HUMAN	4929
selex	NR4A2_2	NR4A2_HUMAN	4929
selex	NR4A2_3	NR4A2_HUMAN	4929
selex	NR2E1_3	NR2E1_HUMAN	7101
selex	NR2E1_4	NR2E1_HUMAN	7101
selex	NR2F6_4	NR2F6_HUMAN	2063
selex	NR2F6_5	NR2F6_HUMAN	2063
selex	RARA_1	RARA_HUMAN	5914
selex	RARA_2	RARA_HUMAN	5914
selex	RARA_3	RARA_HUMAN	5914
selex	RARA_4	RARA_HUMAN	5914
selex	RARA_5	RARA_HUMAN	5914
selex	RARA_6	RARA_HUMAN	5914
selex	RARG_1	RARG_HUMAN	5916
selex	RARG_2	RARG_HUMAN	5916
selex	RARG_3	RARG_HUMAN	5916
selex	RARG_4	RARG_HUMAN	5916
selex	RARG_5	RARG_HUMAN	5916
selex	RARG_6	RARG_HUMAN	5916
selex	RORA_1	RORA_HUMAN	6095
selex	RORA_2	RORA_HUMAN	6095
selex	RXRA_1	RXRA_HUMAN	6256
selex	RXRA_2	RXRA_HUMAN	6256
selex	RXRA_3	RXRA_HUMAN	6256
selex	RXRA_4	RXRA_HUMAN	6256
selex	RXRB_1	RXRB_HUMAN	6257
selex	RXRG_1	RXRG_HUMAN	6258
selex	RXRG_2	RXRG_HUMAN	6258
selex	RXRG_3	RXRG_HUMAN	6258
selex	RARA_7	RARA_HUMAN	5914
selex	RARA_8	RARA_HUMAN	5914
selex	RARA_9	RARA_HUMAN	5914
selex	RARB_1	RARB_HUMAN	5915
selex	RARB_2	RARB_HUMAN	5915
selex	RARB_3	RARB_HUMAN	5915
selex	RARG_7	RARG_HUMAN	5916
selex	RARG_8	RARG_HUMAN	5916
selex	RARG_9	RARG_HUMAN	5916
selex	RXRA_5	RXRA_HUMAN	6256
selex	RXRA_6	RXRA_HUMAN	6256
selex	RXRB_2	RXRB_HUMAN	6257
selex	THRA	THA_HUMAN	7067
selex	THRB_1	THB_HUMAN	7068
selex	THRB_2	THB_HUMAN	7068
selex	THRB_3	THB_HUMAN	7068
selex	VDR_1	VDR_HUMAN	7421
selex	VDR_2	VDR_HUMAN	7421
selex	TP63	P63_HUMAN	8626
selex	TP53_1	P53_HUMAN	7157
selex	TP53_2	P53_HUMAN	7157
selex	TP53_3	P53_HUMAN	7157
selex	Tp73	P73_HUMAN	7161
selex	GMEB2_4	GMEB2_HUMAN	26205
selex	PITX1_3	PITX1_HUMAN	5307
selex	EGR1_3	EGR1_HUMAN	1958
selex	MTF1	MTF1_HUMAN	4520
selex	PRDM4	PRDM4_HUMAN	11108
selex	ZBTB49	ZBT49_HUMAN	166793
selex	ZNF232	ZN232_HUMAN	7775
selex	ZNF282	ZN282_HUMAN	8427
selex	ZNF435	ZSC16_HUMAN	80345
